country;variable;percentile;year;value;age;pop
CA;tfiinc992i;p90p100;2009;90252.0;992;i
CA;tfiinc992i;p90p100;2010;89474.898;992;i
CA;sptinc992i;p99p99.5;1920;0.039099999;992;i
CA;sptinc992i;p99p99.5;1921;0.050500002;992;i
CA;sptinc992i;p99p99.5;1922;0.044300001;992;i
CA;sptinc992i;p99p99.5;1923;0.041700002;992;i
CA;sptinc992i;p99p99.5;1924;0.0414;992;i
CA;sptinc992i;p99p99.5;1925;0.037;992;i
CA;sptinc992i;p99p99.5;1926;0.037900001;992;i
CA;sptinc992i;p99p99.5;1927;0.039099999;992;i
CA;sptinc992i;p99p99.5;1928;0.040899999;992;i
CA;sptinc992i;p99p99.5;1929;0.041700002;992;i
CA;sptinc992i;p99p99.5;1930;0.042399999;992;i
CA;sptinc992i;p99p99.5;1931;0.046100002;992;i
CA;sptinc992i;p99p99.5;1932;0.049600001;992;i
CA;sptinc992i;p99p99.5;1933;0.051399998;992;i
CA;sptinc992i;p99p99.5;1934;0.0491;992;i
CA;sptinc992i;p99p99.5;1935;0.047899999;992;i
CA;sptinc992i;p99p99.5;1936;0.047800001;992;i
CA;sptinc992i;p99p99.5;1937;0.044599999;992;i
CA;sptinc992i;p99p99.5;1938;0.050999999;992;i
CA;sptinc992i;p99p99.5;1939;0.046599999;992;i
CA;sptinc992i;p99p99.5;1940;0.043499999;992;i
CA;sptinc992i;p99p99.5;1941;0.038400002;992;i
CA;sptinc992i;p99p99.5;1942;0.032900002;992;i
CA;sptinc992i;p99p99.5;1943;0.032099999;992;i
CA;sptinc992i;p99p99.5;1944;0.0306;992;i
CA;sptinc992i;p99p99.5;1945;0.031300001;992;i
CA;sptinc992i;p99p99.5;1946;0.033100002;992;i
CA;sptinc992i;p99p99.5;1947;0.033799998;992;i
CA;sptinc992i;p99p99.5;1948;0.0319;992;i
CA;sptinc992i;p99p99.5;1949;0.033100002;992;i
CA;sptinc992i;p99p99.5;1950;0.033;992;i
CA;sptinc992i;p99p99.5;1951;0.0309;992;i
CA;sptinc992i;p99p99.5;1952;0.0309;992;i
CA;sptinc992i;p99p99.5;1953;0.031199999;992;i
CA;sptinc992i;p99p99.5;1954;0.032299999;992;i
CA;sptinc992i;p99p99.5;1955;0.0319;992;i
CA;sptinc992i;p99p99.5;1956;0.0305;992;i
CA;sptinc992i;p99p99.5;1957;0.030999999;992;i
CA;sptinc992i;p99p99.5;1958;0.032099999;992;i
CA;sptinc992i;p99p99.5;1959;0.031800002;992;i
CA;sptinc992i;p99p99.5;1960;0.032099999;992;i
CA;sptinc992i;p99p99.5;1961;0.032900002;992;i
CA;sptinc992i;p99p99.5;1962;0.031399999;992;i
CA;sptinc992i;p99p99.5;1963;0.0308;992;i
CA;sptinc992i;p99p99.5;1964;0.031399999;992;i
CA;sptinc992i;p99p99.5;1965;0.0308;992;i
CA;sptinc992i;p99p99.5;1966;0.030200001;992;i
CA;sptinc992i;p99p99.5;1967;0.0307;992;i
CA;sptinc992i;p99p99.5;1968;0.0307;992;i
CA;sptinc992i;p99p99.5;1969;0.0309;992;i
CA;sptinc992i;p99p99.5;1970;0.030999999;992;i
CA;sptinc992i;p99p99.5;1971;0.0308;992;i
CA;sptinc992i;p99p99.5;1972;0.0307;992;i
CA;sptinc992i;p99p99.5;1973;0.0309;992;i
CA;sptinc992i;p99p99.5;1974;0.031099999;992;i
CA;sptinc992i;p99p99.5;1975;0.0308;992;i
CA;sptinc992i;p99p99.5;1976;0.029300001;992;i
CA;sptinc992i;p99p99.5;1977;0.0283;992;i
CA;sptinc992i;p99p99.5;1978;0.0294;992;i
CA;sptinc992i;p99p99.5;1979;0.029300001;992;i
CA;sptinc992i;p99p99.5;1980;0.030400001;992;i
CA;sptinc992i;p99p99.5;1981;0.029899999;992;i
CA;sptinc992i;p99p99.5;1982;0.0285;992;i
CA;sptinc992i;p99p99.5;1983;0.0286;992;i
CA;sptinc992i;p99p99.5;1984;0.027899999;992;i
CA;sptinc992i;p99p99.5;1985;0.028000001;992;i
CA;sptinc992i;p99p99.5;1986;0.028999999;992;i
CA;sptinc992i;p99p99.5;1987;0.030200001;992;i
CA;sptinc992i;p99p99.5;1988;0.030400001;992;i
CA;sptinc992i;p99p99.5;1989;0.031399999;992;i
CA;sptinc992i;p99p99.5;1990;0.0297;992;i
CA;sptinc992i;p99p99.5;1991;0.030099999;992;i
CA;sptinc992i;p99p99.5;1992;0.0307;992;i
CA;sptinc992i;p99p99.5;1993;0.032400001;992;i
CA;sptinc992i;p99p99.5;1994;0.0352;992;i
CA;sptinc992i;p99p99.5;1995;0.031399999;992;i
CA;sptinc992i;p99p99.5;1996;0.032000002;992;i
CA;sptinc992i;p99p99.5;1997;0.033;992;i
CA;sptinc992i;p99p99.5;1998;0.033799998;992;i
CA;sptinc992i;p99p99.5;1999;0.0339;992;i
CA;sptinc992i;p99p99.5;2000;0.035300002;992;i
CA;sptinc992i;p99p99.5;2001;0.034499999;992;i
CA;sptinc992i;p99p99.5;2002;0.0341;992;i
CA;sptinc992i;p99p99.5;2003;0.034200002;992;i
CA;sptinc992i;p99p99.5;2004;0.034899998;992;i
CA;sptinc992i;p99p99.5;2005;0.035500001;992;i
CA;sptinc992i;p99p99.5;2006;0.036499999;992;i
CA;sptinc992i;p99p99.5;2007;0.036899999;992;i
CA;sptinc992i;p99p99.5;2008;0.035300002;992;i
CA;sptinc992i;p99p99.5;2009;0.034699999;992;i
CA;sptinc992i;p99p99.5;2010;0.0352;992;i
CA;sptinc992i;p99p100;1920;0.14399999;992;i
CA;sptinc992i;p99p100;1921;0.176;992;i
CA;sptinc992i;p99p100;1922;0.1517;992;i
CA;sptinc992i;p99p100;1923;0.14380001;992;i
CA;sptinc992i;p99p100;1924;0.1453;992;i
CA;sptinc992i;p99p100;1925;0.1318;992;i
CA;sptinc992i;p99p100;1926;0.1401;992;i
CA;sptinc992i;p99p100;1927;0.1469;992;i
CA;sptinc992i;p99p100;1928;0.1532;992;i
CA;sptinc992i;p99p100;1929;0.1564;992;i
CA;sptinc992i;p99p100;1930;0.161;992;i
CA;sptinc992i;p99p100;1931;0.16599999;992;i
CA;sptinc992i;p99p100;1932;0.1767;992;i
CA;sptinc992i;p99p100;1933;0.1803;992;i
CA;sptinc992i;p99p100;1934;0.175;992;i
CA;sptinc992i;p99p100;1935;0.1699;992;i
CA;sptinc992i;p99p100;1936;0.1745;992;i
CA;sptinc992i;p99p100;1937;0.1626;992;i
CA;sptinc992i;p99p100;1938;0.1841;992;i
CA;sptinc992i;p99p100;1939;0.1688;992;i
CA;sptinc992i;p99p100;1940;0.1471;992;i
CA;sptinc992i;p99p100;1941;0.133;992;i
CA;sptinc992i;p99p100;1942;0.113;992;i
CA;sptinc992i;p99p100;1943;0.1072;992;i
CA;sptinc992i;p99p100;1944;0.1001;992;i
CA;sptinc992i;p99p100;1945;0.1012;992;i
CA;sptinc992i;p99p100;1946;0.1072;992;i
CA;sptinc992i;p99p100;1947;0.1099;992;i
CA;sptinc992i;p99p100;1948;0.1039;992;i
CA;sptinc992i;p99p100;1949;0.1069;992;i
CA;sptinc992i;p99p100;1950;0.1088;992;i
CA;sptinc992i;p99p100;1951;0.1003;992;i
CA;sptinc992i;p99p100;1952;0.098499998;992;i
CA;sptinc992i;p99p100;1953;0.098800004;992;i
CA;sptinc992i;p99p100;1954;0.1033;992;i
CA;sptinc992i;p99p100;1955;0.1019;992;i
CA;sptinc992i;p99p100;1956;0.096299998;992;i
CA;sptinc992i;p99p100;1957;0.0964;992;i
CA;sptinc992i;p99p100;1958;0.098899998;992;i
CA;sptinc992i;p99p100;1959;0.0973;992;i
CA;sptinc992i;p99p100;1960;0.0977;992;i
CA;sptinc992i;p99p100;1961;0.099299997;992;i
CA;sptinc992i;p99p100;1962;0.093699999;992;i
CA;sptinc992i;p99p100;1963;0.091399997;992;i
CA;sptinc992i;p99p100;1964;0.093800001;992;i
CA;sptinc992i;p99p100;1965;0.092;992;i
CA;sptinc992i;p99p100;1966;0.089100003;992;i
CA;sptinc992i;p99p100;1967;0.090000004;992;i
CA;sptinc992i;p99p100;1968;0.090400003;992;i
CA;sptinc992i;p99p100;1969;0.090099998;992;i
CA;sptinc992i;p99p100;1970;0.089699998;992;i
CA;sptinc992i;p99p100;1971;0.088699996;992;i
CA;sptinc992i;p99p100;1972;0.089199997;992;i
CA;sptinc992i;p99p100;1973;0.0898;992;i
CA;sptinc992i;p99p100;1974;0.089699998;992;i
CA;sptinc992i;p99p100;1975;0.089100003;992;i
CA;sptinc992i;p99p100;1976;0.082900003;992;i
CA;sptinc992i;p99p100;1977;0.0801;992;i
CA;sptinc992i;p99p100;1978;0.081;992;i
CA;sptinc992i;p99p100;1979;0.084600002;992;i
CA;sptinc992i;p99p100;1980;0.088799998;992;i
CA;sptinc992i;p99p100;1981;0.085500002;992;i
CA;sptinc992i;p99p100;1982;0.0889;992;i
CA;sptinc992i;p99p100;1983;0.0876;992;i
CA;sptinc992i;p99p100;1984;0.087300003;992;i
CA;sptinc992i;p99p100;1985;0.088799998;992;i
CA;sptinc992i;p99p100;1986;0.091499999;992;i
CA;sptinc992i;p99p100;1987;0.098800004;992;i
CA;sptinc992i;p99p100;1988;0.1074;992;i
CA;sptinc992i;p99p100;1989;0.119;992;i
CA;sptinc992i;p99p100;1990;0.1018;992;i
CA;sptinc992i;p99p100;1991;0.1029;992;i
CA;sptinc992i;p99p100;1992;0.1047;992;i
CA;sptinc992i;p99p100;1993;0.1129;992;i
CA;sptinc992i;p99p100;1994;0.1139;992;i
CA;sptinc992i;p99p100;1995;0.109;992;i
CA;sptinc992i;p99p100;1996;0.115;992;i
CA;sptinc992i;p99p100;1997;0.1246;992;i
CA;sptinc992i;p99p100;1998;0.12989999;992;i
CA;sptinc992i;p99p100;1999;0.13249999;992;i
CA;sptinc992i;p99p100;2000;0.1462;992;i
CA;sptinc992i;p99p100;2001;0.13850001;992;i
CA;sptinc992i;p99p100;2002;0.13349999;992;i
CA;sptinc992i;p99p100;2003;0.1323;992;i
CA;sptinc992i;p99p100;2004;0.1397;992;i
CA;sptinc992i;p99p100;2005;0.1473;992;i
CA;sptinc992i;p99p100;2006;0.1543;992;i
CA;sptinc992i;p99p100;2007;0.15629999;992;i
CA;sptinc992i;p99p100;2008;0.14380001;992;i
CA;sptinc992i;p99p100;2009;0.133;992;i
CA;sptinc992i;p99p100;2010;0.1362;992;i
CA;sptinc992i;p99.9p99.99;1920;0.032600001;992;i
CA;sptinc992i;p99.9p99.99;1921;0.041000001;992;i
CA;sptinc992i;p99.9p99.99;1922;0.0341;992;i
CA;sptinc992i;p99.9p99.99;1923;0.031599998;992;i
CA;sptinc992i;p99.9p99.99;1924;0.032600001;992;i
CA;sptinc992i;p99.9p99.99;1925;0.030200001;992;i
CA;sptinc992i;p99.9p99.99;1926;0.032299999;992;i
CA;sptinc992i;p99.9p99.99;1927;0.034000002;992;i
CA;sptinc992i;p99.9p99.99;1928;0.035500001;992;i
CA;sptinc992i;p99.9p99.99;1929;0.0363;992;i
CA;sptinc992i;p99.9p99.99;1930;0.038400002;992;i
CA;sptinc992i;p99.9p99.99;1931;0.0383;992;i
CA;sptinc992i;p99.9p99.99;1932;0.040800001;992;i
CA;sptinc992i;p99.9p99.99;1933;0.0418;992;i
CA;sptinc992i;p99.9p99.99;1934;0.0403;992;i
CA;sptinc992i;p99.9p99.99;1935;0.039099999;992;i
CA;sptinc992i;p99.9p99.99;1936;0.040899999;992;i
CA;sptinc992i;p99.9p99.99;1937;0.0394;992;i
CA;sptinc992i;p99.9p99.99;1938;0.0418;992;i
CA;sptinc992i;p99.9p99.99;1939;0.0396;992;i
CA;sptinc992i;p99.9p99.99;1940;0.029899999;992;i
CA;sptinc992i;p99.9p99.99;1941;0.0295;992;i
CA;sptinc992i;p99.9p99.99;1942;0.024700001;992;i
CA;sptinc992i;p99.9p99.99;1943;0.0231;992;i
CA;sptinc992i;p99.9p99.99;1944;0.0211;992;i
CA;sptinc992i;p99.9p99.99;1945;0.0211;992;i
CA;sptinc992i;p99.9p99.99;1946;0.0222;992;i
CA;sptinc992i;p99.9p99.99;1947;0.022700001;992;i
CA;sptinc992i;p99.9p99.99;1948;0.022299999;992;i
CA;sptinc992i;p99.9p99.99;1949;0.022299999;992;i
CA;sptinc992i;p99.9p99.99;1950;0.0233;992;i
CA;sptinc992i;p99.9p99.99;1951;0.021500001;992;i
CA;sptinc992i;p99.9p99.99;1952;0.020300001;992;i
CA;sptinc992i;p99.9p99.99;1953;0.020400001;992;i
CA;sptinc992i;p99.9p99.99;1954;0.0211;992;i
CA;sptinc992i;p99.9p99.99;1955;0.0211;992;i
CA;sptinc992i;p99.9p99.99;1956;0.0198;992;i
CA;sptinc992i;p99.9p99.99;1957;0.0195;992;i
CA;sptinc992i;p99.9p99.99;1958;0.0198;992;i
CA;sptinc992i;p99.9p99.99;1959;0.019300001;992;i
CA;sptinc992i;p99.9p99.99;1960;0.019200001;992;i
CA;sptinc992i;p99.9p99.99;1961;0.019200001;992;i
CA;sptinc992i;p99.9p99.99;1962;0.017899999;992;i
CA;sptinc992i;p99.9p99.99;1963;0.0173;992;i
CA;sptinc992i;p99.9p99.99;1964;0.0178;992;i
CA;sptinc992i;p99.9p99.99;1965;0.0174;992;i
CA;sptinc992i;p99.9p99.99;1966;0.0166;992;i
CA;sptinc992i;p99.9p99.99;1967;0.016799999;992;i
CA;sptinc992i;p99.9p99.99;1968;0.017000001;992;i
CA;sptinc992i;p99.9p99.99;1969;0.0167;992;i
CA;sptinc992i;p99.9p99.99;1970;0.0164;992;i
CA;sptinc992i;p99.9p99.99;1971;0.016000001;992;i
CA;sptinc992i;p99.9p99.99;1972;0.0162;992;i
CA;sptinc992i;p99.9p99.99;1973;0.0164;992;i
CA;sptinc992i;p99.9p99.99;1974;0.0164;992;i
CA;sptinc992i;p99.9p99.99;1975;0.0164;992;i
CA;sptinc992i;p99.9p99.99;1976;0.0149;992;i
CA;sptinc992i;p99.9p99.99;1977;0.0144;992;i
CA;sptinc992i;p99.9p99.99;1978;0.0145;992;i
CA;sptinc992i;p99.9p99.99;1979;0.015699999;992;i
CA;sptinc992i;p99.9p99.99;1980;0.017100001;992;i
CA;sptinc992i;p99.9p99.99;1981;0.016000001;992;i
CA;sptinc992i;p99.9p99.99;1982;0.018100001;992;i
CA;sptinc992i;p99.9p99.99;1983;0.0174;992;i
CA;sptinc992i;p99.9p99.99;1984;0.0175;992;i
CA;sptinc992i;p99.9p99.99;1985;0.017999999;992;i
CA;sptinc992i;p99.9p99.99;1986;0.0185;992;i
CA;sptinc992i;p99.9p99.99;1987;0.0206;992;i
CA;sptinc992i;p99.9p99.99;1988;0.024599999;992;i
CA;sptinc992i;p99.9p99.99;1989;0.028100001;992;i
CA;sptinc992i;p99.9p99.99;1990;0.022299999;992;i
CA;sptinc992i;p99.9p99.99;1991;0.0222;992;i
CA;sptinc992i;p99.9p99.99;1992;0.0229;992;i
CA;sptinc992i;p99.9p99.99;1993;0.024800001;992;i
CA;sptinc992i;p99.9p99.99;1994;0.023700001;992;i
CA;sptinc992i;p99.9p99.99;1995;0.0239;992;i
CA;sptinc992i;p99.9p99.99;1996;0.0262;992;i
CA;sptinc992i;p99.9p99.99;1997;0.0296;992;i
CA;sptinc992i;p99.9p99.99;1998;0.031199999;992;i
CA;sptinc992i;p99.9p99.99;1999;0.031599998;992;i
CA;sptinc992i;p99.9p99.99;2000;0.0372;992;i
CA;sptinc992i;p99.9p99.99;2001;0.034400001;992;i
CA;sptinc992i;p99.9p99.99;2002;0.0328;992;i
CA;sptinc992i;p99.9p99.99;2003;0.032200001;992;i
CA;sptinc992i;p99.9p99.99;2004;0.034400001;992;i
CA;sptinc992i;p99.9p99.99;2005;0.037599999;992;i
CA;sptinc992i;p99.9p99.99;2006;0.041099999;992;i
CA;sptinc992i;p99.9p99.99;2007;0.041099999;992;i
CA;sptinc992i;p99.9p99.99;2008;0.036400001;992;i
CA;sptinc992i;p99.9p99.99;2009;0.032200001;992;i
CA;sptinc992i;p99.9p99.99;2010;0.033199999;992;i
CA;sptinc992i;p99.9p100;1920;0.053599998;992;i
CA;sptinc992i;p99.9p100;1921;0.0581;992;i
CA;sptinc992i;p99.9p100;1922;0.0504;992;i
CA;sptinc992i;p99.9p100;1923;0.0469;992;i
CA;sptinc992i;p99.9p100;1924;0.048900001;992;i
CA;sptinc992i;p99.9p100;1925;0.043400001;992;i
CA;sptinc992i;p99.9p100;1926;0.048099998;992;i
CA;sptinc992i;p99.9p100;1927;0.0513;992;i
CA;sptinc992i;p99.9p100;1928;0.052900001;992;i
CA;sptinc992i;p99.9p100;1929;0.053399999;992;i
CA;sptinc992i;p99.9p100;1930;0.0568;992;i
CA;sptinc992i;p99.9p100;1931;0.055500001;992;i
CA;sptinc992i;p99.9p100;1932;0.059799999;992;i
CA;sptinc992i;p99.9p100;1933;0.059099998;992;i
CA;sptinc992i;p99.9p100;1934;0.058600001;992;i
CA;sptinc992i;p99.9p100;1935;0.056299999;992;i
CA;sptinc992i;p99.9p100;1936;0.059999999;992;i
CA;sptinc992i;p99.9p100;1937;0.0548;992;i
CA;sptinc992i;p99.9p100;1938;0.0605;992;i
CA;sptinc992i;p99.9p100;1939;0.056299999;992;i
CA;sptinc992i;p99.9p100;1940;0.045200001;992;i
CA;sptinc992i;p99.9p100;1941;0.042399999;992;i
CA;sptinc992i;p99.9p100;1942;0.035300002;992;i
CA;sptinc992i;p99.9p100;1943;0.032299999;992;i
CA;sptinc992i;p99.9p100;1944;0.029200001;992;i
CA;sptinc992i;p99.9p100;1945;0.028899999;992;i
CA;sptinc992i;p99.9p100;1946;0.030200001;992;i
CA;sptinc992i;p99.9p100;1947;0.0309;992;i
CA;sptinc992i;p99.9p100;1948;0.0294;992;i
CA;sptinc992i;p99.9p100;1949;0.029100001;992;i
CA;sptinc992i;p99.9p100;1950;0.0306;992;i
CA;sptinc992i;p99.9p100;1951;0.028000001;992;i
CA;sptinc992i;p99.9p100;1952;0.027100001;992;i
CA;sptinc992i;p99.9p100;1953;0.027000001;992;i
CA;sptinc992i;p99.9p100;1954;0.028200001;992;i
CA;sptinc992i;p99.9p100;1955;0.0286;992;i
CA;sptinc992i;p99.9p100;1956;0.0263;992;i
CA;sptinc992i;p99.9p100;1957;0.025900001;992;i
CA;sptinc992i;p99.9p100;1958;0.0262;992;i
CA;sptinc992i;p99.9p100;1959;0.0254;992;i
CA;sptinc992i;p99.9p100;1960;0.0252;992;i
CA;sptinc992i;p99.9p100;1961;0.0255;992;i
CA;sptinc992i;p99.9p100;1962;0.0233;992;i
CA;sptinc992i;p99.9p100;1963;0.022399999;992;i
CA;sptinc992i;p99.9p100;1964;0.0233;992;i
CA;sptinc992i;p99.9p100;1965;0.0228;992;i
CA;sptinc992i;p99.9p100;1966;0.021600001;992;i
CA;sptinc992i;p99.9p100;1967;0.021500001;992;i
CA;sptinc992i;p99.9p100;1968;0.0217;992;i
CA;sptinc992i;p99.9p100;1969;0.021299999;992;i
CA;sptinc992i;p99.9p100;1970;0.0207;992;i
CA;sptinc992i;p99.9p100;1971;0.02;992;i
CA;sptinc992i;p99.9p100;1972;0.0208;992;i
CA;sptinc992i;p99.9p100;1973;0.021400001;992;i
CA;sptinc992i;p99.9p100;1974;0.021500001;992;i
CA;sptinc992i;p99.9p100;1975;0.0219;992;i
CA;sptinc992i;p99.9p100;1976;0.0198;992;i
CA;sptinc992i;p99.9p100;1977;0.019300001;992;i
CA;sptinc992i;p99.9p100;1978;0.0196;992;i
CA;sptinc992i;p99.9p100;1979;0.022;992;i
CA;sptinc992i;p99.9p100;1980;0.0239;992;i
CA;sptinc992i;p99.9p100;1981;0.022299999;992;i
CA;sptinc992i;p99.9p100;1982;0.025800001;992;i
CA;sptinc992i;p99.9p100;1983;0.0243;992;i
CA;sptinc992i;p99.9p100;1984;0.0254;992;i
CA;sptinc992i;p99.9p100;1985;0.0263;992;i
CA;sptinc992i;p99.9p100;1986;0.026699999;992;i
CA;sptinc992i;p99.9p100;1987;0.030300001;992;i
CA;sptinc992i;p99.9p100;1988;0.036600001;992;i
CA;sptinc992i;p99.9p100;1989;0.044;992;i
CA;sptinc992i;p99.9p100;1990;0.033;992;i
CA;sptinc992i;p99.9p100;1991;0.033199999;992;i
CA;sptinc992i;p99.9p100;1992;0.033199999;992;i
CA;sptinc992i;p99.9p100;1993;0.036499999;992;i
CA;sptinc992i;p99.9p100;1994;0.033599999;992;i
CA;sptinc992i;p99.9p100;1995;0.035300002;992;i
CA;sptinc992i;p99.9p100;1996;0.0392;992;i
CA;sptinc992i;p99.9p100;1997;0.044799998;992;i
CA;sptinc992i;p99.9p100;1998;0.047699999;992;i
CA;sptinc992i;p99.9p100;1999;0.049400002;992;i
CA;sptinc992i;p99.9p100;2000;0.0581;992;i
CA;sptinc992i;p99.9p100;2001;0.0537;992;i
CA;sptinc992i;p99.9p100;2002;0.050299998;992;i
CA;sptinc992i;p99.9p100;2003;0.0491;992;i
CA;sptinc992i;p99.9p100;2004;0.0539;992;i
CA;sptinc992i;p99.9p100;2005;0.058699999;992;i
CA;sptinc992i;p99.9p100;2006;0.0623;992;i
CA;sptinc992i;p99.9p100;2007;0.062799998;992;i
CA;sptinc992i;p99.9p100;2008;0.056200001;992;i
CA;sptinc992i;p99.9p100;2009;0.048500001;992;i
CA;sptinc992i;p99.9p100;2010;0.0502;992;i
CA;sptinc992i;p99.99p100;1920;0.021;992;i
CA;sptinc992i;p99.99p100;1921;0.017000001;992;i
CA;sptinc992i;p99.99p100;1922;0.0163;992;i
CA;sptinc992i;p99.99p100;1923;0.0153;992;i
CA;sptinc992i;p99.99p100;1924;0.0163;992;i
CA;sptinc992i;p99.99p100;1925;0.0132;992;i
CA;sptinc992i;p99.99p100;1926;0.015699999;992;i
CA;sptinc992i;p99.99p100;1927;0.0174;992;i
CA;sptinc992i;p99.99p100;1928;0.0175;992;i
CA;sptinc992i;p99.99p100;1929;0.017000001;992;i
CA;sptinc992i;p99.99p100;1930;0.0184;992;i
CA;sptinc992i;p99.99p100;1931;0.017200001;992;i
CA;sptinc992i;p99.99p100;1932;0.018999999;992;i
CA;sptinc992i;p99.99p100;1933;0.0173;992;i
CA;sptinc992i;p99.99p100;1934;0.0184;992;i
CA;sptinc992i;p99.99p100;1935;0.017200001;992;i
CA;sptinc992i;p99.99p100;1936;0.019099999;992;i
CA;sptinc992i;p99.99p100;1937;0.0154;992;i
CA;sptinc992i;p99.99p100;1938;0.0187;992;i
CA;sptinc992i;p99.99p100;1939;0.0167;992;i
CA;sptinc992i;p99.99p100;1940;0.0153;992;i
CA;sptinc992i;p99.99p100;1941;0.0129;992;i
CA;sptinc992i;p99.99p100;1942;0.0106;992;i
CA;sptinc992i;p99.99p100;1943;0.0092000002;992;i
CA;sptinc992i;p99.99p100;1944;0.0082;992;i
CA;sptinc992i;p99.99p100;1945;0.0077999998;992;i
CA;sptinc992i;p99.99p100;1946;0.0078999996;992;i
CA;sptinc992i;p99.99p100;1947;0.0081000002;992;i
CA;sptinc992i;p99.99p100;1948;0.0071;992;i
CA;sptinc992i;p99.99p100;1949;0.0068999999;992;i
CA;sptinc992i;p99.99p100;1950;0.0074;992;i
CA;sptinc992i;p99.99p100;1951;0.0065000001;992;i
CA;sptinc992i;p99.99p100;1952;0.0066999998;992;i
CA;sptinc992i;p99.99p100;1953;0.0066;992;i
CA;sptinc992i;p99.99p100;1954;0.0071;992;i
CA;sptinc992i;p99.99p100;1955;0.0074999998;992;i
CA;sptinc992i;p99.99p100;1956;0.0065000001;992;i
CA;sptinc992i;p99.99p100;1957;0.0063999998;992;i
CA;sptinc992i;p99.99p100;1958;0.0063999998;992;i
CA;sptinc992i;p99.99p100;1959;0.0060999999;992;i
CA;sptinc992i;p99.99p100;1960;0.0060999999;992;i
CA;sptinc992i;p99.99p100;1961;0.0063;992;i
CA;sptinc992i;p99.99p100;1962;0.0054000001;992;i
CA;sptinc992i;p99.99p100;1963;0.0051000002;992;i
CA;sptinc992i;p99.99p100;1964;0.0054000001;992;i
CA;sptinc992i;p99.99p100;1965;0.0054000001;992;i
CA;sptinc992i;p99.99p100;1966;0.0049000001;992;i
CA;sptinc992i;p99.99p100;1967;0.0046999999;992;i
CA;sptinc992i;p99.99p100;1968;0.0046999999;992;i
CA;sptinc992i;p99.99p100;1969;0.0046000001;992;i
CA;sptinc992i;p99.99p100;1970;0.0043000001;992;i
CA;sptinc992i;p99.99p100;1971;0.0040000002;992;i
CA;sptinc992i;p99.99p100;1972;0.0046000001;992;i
CA;sptinc992i;p99.99p100;1973;0.0049999999;992;i
CA;sptinc992i;p99.99p100;1974;0.0051000002;992;i
CA;sptinc992i;p99.99p100;1975;0.0055;992;i
CA;sptinc992i;p99.99p100;1976;0.0049000001;992;i
CA;sptinc992i;p99.99p100;1977;0.0049000001;992;i
CA;sptinc992i;p99.99p100;1978;0.0051000002;992;i
CA;sptinc992i;p99.99p100;1979;0.0063;992;i
CA;sptinc992i;p99.99p100;1980;0.0068000001;992;i
CA;sptinc992i;p99.99p100;1981;0.0063;992;i
CA;sptinc992i;p99.99p100;1982;0.0077999998;992;i
CA;sptinc992i;p99.99p100;1983;0.0068999999;992;i
CA;sptinc992i;p99.99p100;1984;0.0077999998;992;i
CA;sptinc992i;p99.99p100;1985;0.0082999999;992;i
CA;sptinc992i;p99.99p100;1986;0.0082;992;i
CA;sptinc992i;p99.99p100;1987;0.0097000003;992;i
CA;sptinc992i;p99.99p100;1988;0.012;992;i
CA;sptinc992i;p99.99p100;1989;0.016000001;992;i
CA;sptinc992i;p99.99p100;1990;0.0107;992;i
CA;sptinc992i;p99.99p100;1991;0.011;992;i
CA;sptinc992i;p99.99p100;1992;0.0103;992;i
CA;sptinc992i;p99.99p100;1993;0.0117;992;i
CA;sptinc992i;p99.99p100;1994;0.0098999999;992;i
CA;sptinc992i;p99.99p100;1995;0.0114;992;i
CA;sptinc992i;p99.99p100;1996;0.013;992;i
CA;sptinc992i;p99.99p100;1997;0.0152;992;i
CA;sptinc992i;p99.99p100;1998;0.0165;992;i
CA;sptinc992i;p99.99p100;1999;0.017899999;992;i
CA;sptinc992i;p99.99p100;2000;0.0208;992;i
CA;sptinc992i;p99.99p100;2001;0.019300001;992;i
CA;sptinc992i;p99.99p100;2002;0.0175;992;i
CA;sptinc992i;p99.99p100;2003;0.016899999;992;i
CA;sptinc992i;p99.99p100;2004;0.0195;992;i
CA;sptinc992i;p99.99p100;2005;0.0211;992;i
CA;sptinc992i;p99.99p100;2006;0.021199999;992;i
CA;sptinc992i;p99.99p100;2007;0.0217;992;i
CA;sptinc992i;p99.99p100;2008;0.0198;992;i
CA;sptinc992i;p99.99p100;2009;0.0163;992;i
CA;sptinc992i;p99.99p100;2010;0.017000001;992;i
CA;sptinc992i;p99.5p99.9;1920;0.0513;992;i
CA;sptinc992i;p99.5p99.9;1921;0.067400001;992;i
CA;sptinc992i;p99.5p99.9;1922;0.057;992;i
CA;sptinc992i;p99.5p99.9;1923;0.055199999;992;i
CA;sptinc992i;p99.5p99.9;1924;0.055;992;i
CA;sptinc992i;p99.5p99.9;1925;0.051399998;992;i
CA;sptinc992i;p99.5p99.9;1926;0.054099999;992;i
CA;sptinc992i;p99.5p99.9;1927;0.056499999;992;i
CA;sptinc992i;p99.5p99.9;1928;0.0594;992;i
CA;sptinc992i;p99.5p99.9;1929;0.0614;992;i
CA;sptinc992i;p99.5p99.9;1930;0.061799999;992;i
CA;sptinc992i;p99.5p99.9;1931;0.064400002;992;i
CA;sptinc992i;p99.5p99.9;1932;0.067400001;992;i
CA;sptinc992i;p99.5p99.9;1933;0.069899999;992;i
CA;sptinc992i;p99.5p99.9;1934;0.067299999;992;i
